nome;sku;descricao;quantidade;preco;categoria
PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN;68084-393;Introduction of Oxazolidinones into Male Reproductive, Via Natural or Artificial Opening;78;739.45;Documentary
Anti-Aging Hydra Tint SPF 20 Shade 40;68026-544;Synthetic Sentence Identification Assessment using Cochlear Implant Equipment;30;5976.15;Drama
Lung Detox;27281-011;Dilation of Left Hepatic Duct, Percutaneous Endoscopic Approach;36;1982.79;Drama|Mystery|Thriller
Eszopiclone;42291-271;Insertion of Internal Fixation Device into Lumbosacral Joint, Open Approach;53;8661.25;Fantasy
Demeclocycline Hydrochloride;68151-0155;Drainage of Right Hand, Open Approach;74;4715.5;Comedy|Drama
Topiramate;0832-1073;Replacement of Left Zygomatic Bone with Autologous Tissue Substitute, Percutaneous Approach;5;3632.86;Comedy|Romance
Hydrocortisone;63941-312;Dilation of Right Femoral Artery, Bifurcation, Open Approach;71;4950.02;Action|Crime|Drama|Thriller
PURELL Advanced Instant Hand Sanitizer;21749-807;Fusion of Right Wrist Joint with External Fixation Device, Percutaneous Approach;52;1761.07;Comedy
Lamivudine and Zidovudine;43063-346;Coordination/Dexterity Assessment of Neurological System - Upper Back / Upper Extremity;78;874.89;Adventure|Fantasy
Arnica;57520-0440;Drainage of Right Vocal Cord, Via Natural or Artificial Opening;59;5707.91;Comedy|Drama
Lotensin HCT;30698-453;Occlusion of Ductus Arteriosus with Intraluminal Device, Percutaneous Endoscopic Approach;75;649.81;Drama
Pantoprazole Sodium Delayed Release;51655-500;Beam Radiation of Chest Skin using Electrons;57;7666.95;Drama|Romance
IZUNRINSE;49589-103;Reattachment of Accessory Pancreatic Duct, Percutaneous Endoscopic Approach;97;4350.27;
Lamotrigine;51079-865;Dilation of Face Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Open Approach;62;4013.18;Drama
Treatment Set TS350905;49288-0944;Change Bandage on Right Upper Arm;2;141.96;Comedy|Drama|Romance
3 Heart;50181-0020;Insertion of Internal Fixation Device into Right Mandible, Percutaneous Approach;3;1016.99;Documentary|Horror
Propranolol Hydrochloride;63629-1842;Removal of Nonautologous Tissue Substitute from Left Metatarsal, Percutaneous Approach;89;7914.37;Children|Comedy
Synthroid;54569-0908;Hyperthermia of Pelvic Bones;15;7500.7;Drama
Zinc Sulfate;0517-8105;Bypass Right Common Iliac Vein to Lower Vein with Autologous Arterial Tissue, Percutaneous Endoscopic Approach;34;5181.62;Comedy
Anti Dandruff;61995-1106;Supplement Left Face Vein with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach;13;5494.41;Horror|Thriller
RIVASTIGMINE TARTRATE;33342-091;Grooming/Personal Hygiene Treatment using Assistive, Adaptive, Supportive or Protective Equipment;32;3198.44;Comedy
Sei Bella Age-Defying Liquid Foundation;54473-239;Measurement of Biliary Pressure, Percutaneous Approach;35;5623.04;Drama
Doxazosin;49999-206;Inspection of Left Lens, External Approach;99;8860.63;Drama
Lubricant / Redness Reliever;11822-3025;Replacement of Right Lacrimal Bone with Synthetic Substitute, Percutaneous Endoscopic Approach;1;3488.22;Comedy|Drama
Ropinirole;60505-2866;Introduction of Electrolytic and Water Balance Substance into Central Vein, Percutaneous Approach;64;9363.98;Horror|Sci-Fi
Doxycycline Hyclate;0591-5440;Revision of Autologous Tissue Substitute in Bladder, External Approach;76;7409.73;Crime
Life Extension Sun Protection SPF 30;76021-100;Reposition Left Upper Femur with Monoplanar External Fixation Device, Open Approach;95;8280.18;Horror
Methocarbamol;54569-5966;Bypass Lower Esophagus to Stomach, Open Approach;36;7095.01;Horror|Mystery|Thriller
Diltiazem Hydrochloride;50436-6126;Drainage of Left Parotid Duct, Open Approach, Diagnostic;47;7086.83;Comedy|Fantasy
Quetiapine fumarate;63629-4939;Removal of Extraluminal Device from Epididymis and Spermatic Cord, Via Natural or Artificial Opening Endoscopic;25;7562.74;Drama|Sci-Fi
Itchy Gone;57520-0777;Change Other Device on Back;4;23.72;Comedy|Drama
Flecainide Acetate;0054-0012;Inspection of Pleura, Via Natural or Artificial Opening;100;1865.98;Comedy
Childrens Allergy Relief;11822-0025;Removal of Synthetic Substitute from Right Femoral Shaft, Percutaneous Endoscopic Approach;77;7172.9;Comedy|Drama|Romance
Number Ten Mold Mixture;49288-0586;Division of Accessory Nerve, Percutaneous Endoscopic Approach;84;7268.63;Drama
TOPIRAMATE;35356-470;Revision of Nonautologous Tissue Substitute in Left Sternoclavicular Joint, Percutaneous Approach;92;3338.4;Crime|Drama|Thriller
Kroger;30142-149;Excision of Left Lower Leg Muscle, Open Approach, Diagnostic;12;9415.4;Drama|Mystery
Ondansetron;55045-3848;Drainage of Left External Ear with Drainage Device, External Approach;94;6909.81;Horror|Mystery|Thriller
LEVOTHYROXINE SODIUM;60760-340;Drainage of Left Wrist Joint, Percutaneous Approach;76;7485.49;Drama|War
Rhizopus oryzae;36987-2074;Revision of Nonautologous Tissue Substitute in Scrotum and Tunica Vaginalis, Via Natural or Artificial Opening;13;6059.15;Comedy
365 Everyday Value Arnica;42681-0512;Removal of Drainage Device from Penis, Via Natural or Artificial Opening;70;2496.45;Action|Fantasy|Mystery|Sci-Fi|Thriller
Anticavity Fluoride Rinse;37808-163;Destruction of Right Upper Leg Skin, Multiple, External Approach;67;3078.19;Drama
ck one 3-in-1 face makeup;66184-410;Supplement Right Lower Extremity Lymphatic with Synthetic Substitute, Percutaneous Endoscopic Approach;16;956.45;Action|Crime|Drama|Thriller
Instant Hand Sanitizer With Aloe and Vitamin E;50154-1060;Drainage of Left Ankle Tendon, Percutaneous Endoscopic Approach;56;3498.44;Horror
Coconut;57691-565;Extirpation of Matter from Phrenic Nerve, Percutaneous Endoscopic Approach;44;3505.4;Drama|War
Vitamin K1;55154-2388;Restriction of Transverse Colon with Intraluminal Device, Via Natural or Artificial Opening;98;5455.34;Action|Western
Equate Maximum Strength Spot Treatment;49035-022;Insertion of Infusion Device into Right Upper Arm, Open Approach;31;659.08;Action|Comedy|Drama
Clamue Healthy Fresh BB Cream Medium;43526-117;Dilation of Right Ulnar Artery, Bifurcation, Open Approach;39;4121.31;Comedy|Drama
Oxygen;64477-001;Dilation of Right Thyroid Artery, Bifurcation, with Three Intraluminal Devices, Percutaneous Endoscopic Approach;35;6653.95;Documentary
Levothyroxine Sodium;51079-440;Reposition Cervical Vertebra with Internal Fixation Device, Open Approach;98;9619.09;Drama
Clonazepam;76237-138;Reposition Right Ureter, Open Approach;15;4097.45;(no genres listed)
Amoxicillin;65862-071;Drainage of Right Ovary, Percutaneous Approach;40;5533.33;Drama|Romance
Vanilla Cupcake Antibacterial Hand Sanitizer;50563-302;Drainage of Acoustic Nerve, Percutaneous Approach;21;3575.53;Adventure|Animation|Children|Comedy
ideal flawless;10096-0279;Insertion of Limb Lengthening External Fixation Device into Right Humeral Shaft, Percutaneous Approach;91;7247.84;Documentary
age renewal deep wrinkle moisturizer;68634-0029;Drainage of Right Toe Phalanx with Drainage Device, Percutaneous Approach;52;2198.37;Comedy
Garnier Fructis Antidandruff;67718-942;Insertion of Infusion Device into Left Brachial Vein, Open Approach;99;6226.57;Comedy|Romance
bareMinerals READY Touch Up Veil Broad Spectrum SPF 15;98132-304;Removal of Internal Fixation Device from Left Rib, Open Approach;2;4810.13;Drama
Proactiv;11410-402;Bypass Right Kidney Pelvis to Bladder with Synthetic Substitute, Open Approach;89;3548.32;Comedy
Weather Changes;57955-5287;Beam Radiation of Arm Skin using Electrons, Intraoperative;17;9614.04;Comedy|Sci-Fi
Ciprofloxacin;50436-6041;Reposition Left Toe Phalangeal Joint, Open Approach;34;1674.22;Action|Drama
TRICLOSAN;53119-575;Dilation of Right Femoral Artery with Drug-eluting Intraluminal Device, Percutaneous Approach;93;9167.52;Crime|Drama|Thriller
Antibacterial Hand Sanitizer;76138-111;Revision of Spacer in Left Temporomandibular Joint, Percutaneous Approach;73;7567.82;(no genres listed)
nicotine;41250-873;Destruction of Spinal Meninges, Open Approach;16;7485.51;Drama
Sheep Sorrel Pollen;49643-405;Electroconvulsive Therapy, Bilateral-Single Seizure;57;7196.53;Comedy|Western
Childrens Pain and Fever;41250-554;Repair Left Rib, Percutaneous Approach;53;6421.55;Comedy|Drama
Kids Ear Relief;59262-273;Repair Right Upper Leg Tendon, Percutaneous Endoscopic Approach;51;4263.35;Drama
Cold Spot;51452-003;Removal of Infusion Device from Bladder, Percutaneous Approach;84;4916.26;Comedy|Thriller
SHISEIDO THE MAKEUP LIFTING FOUNDATION;52686-293;Measurement of Venous Pressure, Peripheral, External Approach;78;488.13;Documentary
Acetaminophen, Dextromethorphan Hydrobromide, Phenylephrine Hydrochloride;57344-138;Introduction of Destructive Agent into Genitourinary Tract, Via Natural or Artificial Opening Endoscopic;76;4099.19;Drama|Romance
Isoniazid;58118-0071;Reposition Perineum Bursa and Ligament, Percutaneous Endoscopic Approach;53;2516.92;Comedy|Drama
acarbose;42291-132;Destruction of Pancreatic Duct, Via Natural or Artificial Opening Endoscopic;72;3529.78;Action|Adventure|Children
QVAR;59310-204;Supplement Left Upper Leg with Autologous Tissue Substitute, Open Approach;78;2758.47;Drama
Pinchot Juniper;36987-2696;Insertion of Spacer into Left Shoulder Joint, Percutaneous Approach;84;2004.27;Comedy|Drama
OVACE Plus;0178-0485;Introduction of Analgesics, Hypnotics, Sedatives into Ear, Via Natural or Artificial Opening;90;1149.66;Adventure|Animation|Children
Torsemide;0603-6135;Supplement Inferior Mesenteric Artery with Nonautologous Tissue Substitute, Percutaneous Approach;63;4200.98;Documentary|Musical
Sinus and Allergy PE;59779-702;Removal of Autologous Tissue Substitute from Nasal Bone, Percutaneous Endoscopic Approach;84;2658.27;Drama
Theracodeine-300;68405-398;Insertion of Ring External Fixation Device into Right Lower Femur, Open Approach;57;7428.97;Drama
Simply Right Nicotine;68196-300;Release Right Basilic Vein, Open Approach;55;5849.99;
Levetiracetam;68180-118;Replacement of Left Face Vein with Autologous Tissue Substitute, Percutaneous Endoscopic Approach;1;4788.52;Comedy
Glyburide-Metformin Hydrochloride;23155-234;Drainage of Epiglottis, Via Natural or Artificial Opening Endoscopic, Diagnostic;9;3648.09;Horror
CIPROFLOXACIN;61919-421;Drainage of Left Sphenoid Sinus, Percutaneous Endoscopic Approach;68;2790.29;Documentary
tizanidine;60505-0251;Change Cast on Right Upper Arm;56;1683.73;Documentary
bareMinerals bareSkin Pure Brightening Serum Foundation Broad Spectrum SPF 20;98132-744;Extirpation of Matter from Pituitary Gland, Open Approach;82;6041.59;Adventure|Western
FormuCare Aspirin;10056-535;Revision of Intraluminal Device in Bladder, External Approach;77;3231.18;Drama
Levofloxacin;0143-9775;Resection of Right Upper Arm Muscle, Percutaneous Endoscopic Approach;14;8385.14;Documentary|Horror
Visine A.C.;42002-201;Occlusion of Superior Mesenteric Vein with Intraluminal Device, Open Approach;57;5719.44;Comedy
ADRENAL ENERGY;49304-0009;Restriction of Right Ureter with Intraluminal Device, Via Natural or Artificial Opening Endoscopic;95;6275.44;Documentary|War
Pleo San Brucel;60681-1234;Extirpation of Matter from Right Posterior Tibial Artery, Percutaneous Endoscopic Approach;15;9574.23;Comedy|Drama|Romance
Risperidone;58118-5684;Bypass Bilateral Ureters to Colon, Open Approach;93;7626.07;
Topcare Cough and Sore Throat;36800-698;Insertion of Infusion Device into Right Upper Extremity, Open Approach;31;6436.93;Action|Thriller
BOTOX Cosmetic;0023-3919;Resection of Left Kidney Pelvis, Via Natural or Artificial Opening Endoscopic;29;5579.38;(no genres listed)
Vanilla Hand Sanitizer;51263-3125;Excision of Abdomen Subcutaneous Tissue and Fascia, Open Approach, Diagnostic;95;814.38;Drama|Thriller
Leader Antacid;37205-200;Dilation of Left Temporal Artery with Two Intraluminal Devices, Percutaneous Approach;24;228.65;Action|Drama
StaphWash Plus;43074-105;Resection of Left Iris, Percutaneous Approach;40;4672.51;Adventure|Drama
Aspirin;41520-228;Revision of Stimulator Lead in Ureter, Percutaneous Endoscopic Approach;29;7837.64;
ESIKA;13537-373;Reattachment of Left Upper Leg, Open Approach;72;5019.56;Comedy|Fantasy|Musical|Romance
good neighbor pharmacy nicotine;24385-976;Bypass Duodenum to Jejunum with Synthetic Substitute, Open Approach;15;1937.22;Action|Adventure|Drama|Thriller|Western
Propranolol Hydrochloride;0054-3727;Insertion of Internal Fixation Device into Left Pelvic Bone, Percutaneous Approach;95;6500.66;Fantasy|Musical
Namenda;55289-937;Bypass Thoracic Aorta, Ascending/Arch to Carotid with Nonautologous Tissue Substitute, Open Approach;56;2778.41;Action|Comedy|Sci-Fi
Venlafaxine Hydrochloride;42291-893;Destruction of Right Hand Artery, Percutaneous Endoscopic Approach;23;9657.52;Animation
SENSI CARE PROTECTIVE BARRIER;43553-3256;Supplement Right Thumb with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach;33;5733.04;Comedy|Documentary
Anticavity;55319-213;Replacement of Upper Tooth, Multiple, with Synthetic Substitute, External Approach;88;9862.85;Drama|Romance
Ciprofloxacin;52125-789;Fluoroscopy of Right Subclavian Vein using Other Contrast;42;8888.14;
shoprite ni-calm;41190-763;Drainage of Left Submaxillary Gland, Percutaneous Approach;65;27.85;Animation|Children|Comedy|IMAX
Atenolol;53489-530;Revision of External Fixation Device in Right Metacarpal, Open Approach;50;2695.75;Drama|Romance|Thriller
Sulfamethoxazole and Trimethoprim;61971-120;Packing of Head using Packing Material;33;6157.92;Comedy
Pleo Chrys;60681-1086;Transfer Radial Nerve to Ulnar Nerve, Open Approach;79;6427.06;Adventure|Comedy
Healthy Makeup;10096-0216;Drainage of Right Foot Vein with Drainage Device, Percutaneous Endoscopic Approach;65;1498.28;Action|Adventure|Comedy
HEM-EASY RELIEF Herbal Anti-Itch MAXIMUM ITCH RELIEF;69179-491;Drainage of Carina, Percutaneous Endoscopic Approach, Diagnostic;53;1927.82;Drama|War
Fluphenazine Hydrochloride;58118-1437;Repair Left Radius, Percutaneous Approach;40;2862.58;Horror|Sci-Fi
3M Avagard D;17518-050;Drainage of Right Adrenal Gland, Percutaneous Endoscopic Approach;85;1603.58;Drama
Oxygen;52346-013;Bypass Right Fallopian Tube to Left Fallopian Tube with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach;80;348.82;Drama|Romance
BETTER THAN NATURE EMULSION;51346-118;Control Bleeding in Left Femoral Region, Percutaneous Approach;30;3206.49;Drama|Horror|Thriller
Renes Cuprum Special Order;48951-8128;Insertion of External Fixation Device into Right Metatarsal-Tarsal Joint, Percutaneous Approach;52;2876.0;Documentary
pain relief pm;37808-751;Extirpation of Matter from Left Upper Femur, Percutaneous Endoscopic Approach;69;101.38;Comedy|Romance
Amlodipine Besylate;24236-754;Release Right Upper Extremity Bursa and Ligament, Percutaneous Approach;1;5241.29;Drama
Cetirizine Hydrochloride;67668-161;Plain Radiography of Right Elbow using Low Osmolar Contrast;89;6382.08;
Bupivacaine Hydrochloride;55150-168;Reposition Thoracic Vertebral Joint with Internal Fixation Device, External Approach;81;4568.57;Drama|Romance
Metformin Hydrochloride;24658-291;Supplement Left Upper Leg with Autologous Tissue Substitute, Percutaneous Endoscopic Approach;7;2547.99;Comedy|Drama|Romance
Famotidine;0172-5728;Dilation of Left Femoral Artery with Two Intraluminal Devices, Percutaneous Approach;30;8232.6;Drama
PHENERGAN;0641-6085;Beam Radiation of Nasopharynx using Electrons;76;9712.18;Action|Adventure|Comedy|Crime|Romance|Thriller
Budesonide;0487-9701;Hyperthermia of Chest Skin;78;3190.13;Action|Drama
ONDANSETRON;58118-0240;Replacement of Right Metacarpal with Autologous Tissue Substitute, Open Approach;24;8470.72;Adventure|Children|Fantasy
FERROUS SULFATE;53807-177;Transfusion of Nonautologous Fresh Plasma into Peripheral Artery, Percutaneous Approach;79;5587.44;Drama
Crest 3D White;37000-831;Drainage of Right Ankle Bursa and Ligament with Drainage Device, Percutaneous Endoscopic Approach;14;5955.88;Sci-Fi
Clearasil Ultra;63824-324;Restriction of Right Main Bronchus, Percutaneous Approach;18;2459.77;Drama|Romance
Orasep;54859-503;Introduction of Radioactive Substance into Epidural Space, Percutaneous Approach;26;3558.11;Drama
DHS SAL;0096-0738;Replacement of Left External Jugular Vein with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach;71;1043.65;Comedy|Drama|Romance
Guanfacine Hydrochloride;65162-711;Release Ulnar Nerve, Percutaneous Approach;9;8250.88;
True Essentials;24488-024;Release Right Acetabulum, Open Approach;38;470.24;Comedy|Horror
Telmisartan and Amlodipine;13668-343;Release Left Common Iliac Vein, Open Approach;42;5405.16;Action|Drama|Thriller
Fexofenadine Hydrochloride;21695-462;Release Left Finger Phalangeal Joint, Open Approach;18;8460.78;Comedy|Mystery|Romance
Chlorpropamide;0378-0197;Occlusion of Right Lesser Saphenous Vein, Percutaneous Endoscopic Approach;23;1166.19;Documentary
itchy eye;37808-615;Drainage of Right Shoulder Joint, Open Approach, Diagnostic;95;1709.48;Drama
Diltiazem Hydrochloride;54868-5208;Excision of Left External Jugular Vein, Percutaneous Endoscopic Approach, Diagnostic;40;5358.41;Drama
AllergyEase Weather Changes;68703-116;Drainage of Right Main Bronchus, Percutaneous Approach, Diagnostic;80;2586.34;Comedy|Drama|Romance
Erythromycin;49999-136;Drainage of Right Upper Lung Lobe, Percutaneous Endoscopic Approach;13;1088.33;Children|Comedy|Sci-Fi
NITROGEN;22557-002;Dilation of Pancreatic Duct, Percutaneous Approach;94;2960.84;Adventure|Drama
ZINACEF;24987-436;Drainage of Left Foot Vein, Percutaneous Endoscopic Approach;79;8083.16;Drama|Mystery|Sci-Fi
Toothache Complex;52731-7044;Removal of Synthetic Substitute from Left Acromioclavicular Joint, Percutaneous Endoscopic Approach;55;2722.56;Comedy|Drama
Digoxin;53808-0354;Drainage of Right Thyroid Gland Lobe with Drainage Device, Open Approach;68;9287.98;Adventure|Drama
Bioelements;49825-112;Revision of Monitoring Device in Upper Artery, Open Approach;97;869.28;Comedy
Amlodipine Besylate;0904-5992;Removal of Extraluminal Device from Lower Intestinal Tract, Via Natural or Artificial Opening;63;58.97;Drama
DIVALPROEX SODIUM EXTENDED-RELEASE;55154-4760;Introduction of Analgesics, Hypnotics, Sedatives into Female Reproductive, Via Natural or Artificial Opening Endoscopic;37;6964.32;Adventure|Comedy
Pleo Nig Ex;60681-2112;Repair Left Sclera, External Approach;6;6442.64;(no genres listed)
Nitroglycerin Transdermal System;49730-113;Ultrasonography of Head and Neck;65;2268.64;Children|Drama|War
Aunt Bees Five Flavors;62932-145;Dilation of Inferior Mesenteric Artery, Bifurcation, with Two Intraluminal Devices, Open Approach;96;3403.22;Crime|Drama
AMARANTHUS PALMERI POLLEN;0268-1094;Removal of Nonautologous Tissue Substitute from Epididymis and Spermatic Cord, Percutaneous Approach;14;8210.57;Comedy
Pollens - Trees, Tree Mix 5;65044-2855;Supplement Right Innominate Vein with Autologous Tissue Substitute, Percutaneous Endoscopic Approach;68;8307.21;Comedy|Drama
piperacillin and tazobactam;67457-521;Reposition Left Subclavian Artery, Percutaneous Approach;68;7912.58;Drama|Film-Noir
Juicy Orange Antibacterial Foaming Hand Wash;43269-753;Reposition Right Temporomandibular Joint with Internal Fixation Device, Open Approach;46;6679.18;Drama|Romance
Haben Herb;69195-1001;Fragmentation in Descending Colon, Via Natural or Artificial Opening;88;4124.28;Comedy|Drama
XtraCare Ice Cold Topical Analgesic Gel;57337-052;Insertion of Monitoring Device into Superior Vena Cava, Percutaneous Approach;85;7230.97;Animation
Citalopram;24658-142;Destruction of Lung Lingula, Open Approach;5;1250.82;Action|Drama
topcare childrens mucus relief multi symptom cold;36800-839;Drainage of Left Inguinal Region with Drainage Device, Percutaneous Endoscopic Approach;37;8288.12;Action|Drama
Ampicillin;10515-146;Removal of External Fixation Device from Left Knee Joint, Percutaneous Approach;41;4170.87;Drama
Theraflu;0043-6265;Supplement Right Ureter with Nonautologous Tissue Substitute, Open Approach;90;2187.01;Adventure|Musical|Romance
BENZTROPINE MESYLATE;55154-0696;Bypass Right Basilic Vein to Upper Vein with Autologous Venous Tissue, Percutaneous Endoscopic Approach;97;1388.07;Comedy|Fantasy
Carbamazepine;60429-255;Drainage of Small Intestine, Percutaneous Endoscopic Approach, Diagnostic;80;869.83;Adventure|Horror
MISSHA M SIGNATURE RADIANCE TWO WAY PACT;13733-005;Supplement Right Ureter with Nonautologous Tissue Substitute, Open Approach;95;2304.13;Comedy|Romance
Zohar Toothpaste;55754-121;Transfusion of Autologous Globulin into Peripheral Vein, Open Approach;2;7944.1;Adventure|Children
Nobac Plus E3;31511-010;Extirpation of Matter from Right Lower Lung Lobe, Via Natural or Artificial Opening;26;1634.71;Comedy|Drama
Ammonia N 13;13267-456;Revision of Autologous Tissue Substitute in Vagina and Cul-de-sac, Open Approach;81;6761.67;Western
Esmolol Hydrochloride;52584-062;Dilation of Left Radial Artery, Bifurcation, with Three Intraluminal Devices, Open Approach;18;4903.53;Adventure|Comedy
HCG Plus;54118-7188;Excision of Left Metacarpophalangeal Joint, Open Approach;18;7311.21;Crime|Drama|Film-Noir
Muellergesic Cream;52564-312;Repair Left Renal Artery, Percutaneous Approach;19;7186.66;Comedy|Drama|War
Candin;59584-138;Excision of Right Middle Lobe Bronchus, Percutaneous Endoscopic Approach;26;9837.14;Crime|Drama|Thriller
SENSODYNE;0135-0518;Drainage of Left Hand Muscle, Open Approach, Diagnostic;74;875.39;Comedy
Orapred;59212-700;Dilation of Hepatic Artery, Bifurcation, with Two Intraluminal Devices, Percutaneous Approach;3;7993.16;Comedy|Musical|Romance
Dextroamphetamine Saccharate, Amphetamine Aspartate Monohydrate, Dextroamphetamine Sulfate and Amphetamine Sulfate;13107-068;Extirpation of Matter from Left Temporal Artery, Percutaneous Approach;78;7934.17;Comedy|Drama|Romance
OMESEC;16853-1308;Revision of Autologous Tissue Substitute in Lumbosacral Disc, Percutaneous Approach;58;9733.39;Drama
White Hickory;36987-2682;Dilation of Gastric Vein, Open Approach;25;3363.01;Comedy
EZ2go;76470-005;Revision of Intraluminal Device in Vagina and Cul-de-sac, External Approach;15;338.94;Action|Adventure|Drama
SUMATRIPTAN;0781-6524;Replacement of Right Hand Subcutaneous Tissue and Fascia with Synthetic Substitute, Open Approach;34;8517.93;Comedy
Antispetic;63941-664;Revision of Nonautologous Tissue Substitute in Left Temporomandibular Joint, Open Approach;24;845.33;Horror|Mystery|Thriller
Guaifenesin DM;0121-4809;Bypass Left External Iliac Artery to Bilateral Internal Iliac Arteries with Autologous Arterial Tissue, Percutaneous Endoscopic Approach;52;5277.12;Drama
aspirin;37808-274;Revision of Synthetic Substitute in Thoracic Vertebral Disc, External Approach;42;1651.08;Drama|Film-Noir|Romance|Thriller
Stay Awake;70253-226;Removal of Drainage Device from Right Metacarpocarpal Joint, External Approach;30;854.27;Drama|Fantasy
NICODERM;0135-0145;Revision of Autologous Tissue Substitute in Lower Jaw, Percutaneous Endoscopic Approach;5;6975.93;Comedy
Natural Testosterone;43857-0022;Replacement of Left Thumb Phalanx with Autologous Tissue Substitute, Open Approach;5;2672.18;Adventure|Drama
FLUPHENAZINE HYDROCHLORIDE;49349-354;Fluoroscopy of Bile Ducts using Low Osmolar Contrast;28;5762.58;Comedy|Drama
Fluoxetine;0378-0735;Transfer Facial Muscle, Open Approach;80;55.6;Drama
Gabapentin;0093-4443;Drainage of Bilateral Adrenal Glands, Percutaneous Endoscopic Approach, Diagnostic;64;1462.47;Comedy|Drama|Romance
butalbital, acetaminophen and caffeine;52125-274;Inspection of Pleura, Via Natural or Artificial Opening;28;5584.55;Drama
Fibromyalgia Relief;61727-321;Drainage of Female Perineum with Drainage Device, Open Approach;42;5632.5;Drama|Film-Noir
DESOGESTREL AND ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL;0378-7296;Supplement of Left Foot Subcutaneous Tissue and Fascia with Synthetic Substitute, Percutaneous Approach;29;5094.25;Comedy|Crime|Drama|Romance
Thyro Tonic;57520-0468;Drainage of Right Large Intestine with Drainage Device, Via Natural or Artificial Opening;37;9427.57;Horror
ADVANCED CELL BOOSTING EX WATERY;51346-197;Bypass Right Renal Vein to Lower Vein with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach;91;5403.15;Animation|Documentary
SOMA Hyulgihwan;58370-2001;Supplement Right External Jugular Vein with Synthetic Substitute, Percutaneous Endoscopic Approach;40;9008.18;Drama
equaline hair regrowth treatment;41163-856;Occlusion of Ileocecal Valve with Extraluminal Device, Open Approach;15;4380.22;Drama
Egg Yolk;36987-1137;Revision of Spacer in Left Carpal Joint, Percutaneous Endoscopic Approach;94;1372.11;Drama
Viagra;0069-4220;Manual Therapy Techniques Treatment of Integumentary System - Lower Back / Lower Extremity;45;9513.71;Drama
Sonata;54868-5139;Bypass Abdominal Aorta to Right Internal Iliac Artery with Nonautologous Tissue Substitute, Open Approach;47;5071.03;Drama|Romance|Thriller
CLEAR UP Cleansing;62499-394;Occlusion of Left Hand Vein, Open Approach;46;3112.25;Comedy|Crime|Mystery|Romance|Thriller
Gynobalance;57520-0104;Destruction of Appendix, Open Approach;69;167.53;Thriller
Duloxetine;55154-4980;Repair Right Foot Bursa and Ligament, Percutaneous Approach;34;5325.45;Drama
Dye-Free Allergy;59779-614;Drainage of Bilateral Adrenal Glands, Percutaneous Approach;7;3984.28;Action|Adventure|Thriller
Rizatriptan Benzoate;68788-9550;Insertion of Pressure Sensor Monitoring Device into Left Pulmonary Vein, Open Approach;2;1706.66;Adventure|Comedy|Drama|Romance
Pioglitazone hydrochloride and glimepiride;0781-5635;Replacement of Perineum Subcutaneous Tissue and Fascia with Autologous Tissue Substitute, Open Approach;3;7400.89;Drama
Aspen;36987-2507;Detachment at Left 2nd Toe, High, Open Approach;12;1187.46;Documentary
Levothyroxine Sodium;49349-376;Revision of Synthetic Substitute in Thoracic Vertebra, Percutaneous Endoscopic Approach;47;6665.83;Drama
Oxycodone and Acetaminophen;65162-207;Upper Bones, Extirpation;61;3010.37;Animation|Fantasy|Musical|IMAX
Carbamazepine;0832-0611;Supplement Stomach with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic;69;5330.93;Action|Adventure|Comedy|Romance|Thriller
Mirtazapine;76237-210;Reposition Left Clavicle with Internal Fixation Device, Percutaneous Endoscopic Approach;21;8226.56;Documentary
Atenolol;0093-0752;Dilation of Right Foot Artery, Bifurcation, with Intraluminal Device, Open Approach;20;4753.01;Comedy|Horror|Thriller
Chicken Feather;49288-0126;Removal of Nonautologous Tissue Substitute from Left Hip Joint, Open Approach;80;6105.85;Comedy|Musical|Romance
Low Dose Asprin;55910-563;Drainage of Right Hepatic Duct with Drainage Device, Open Approach;83;6566.98;Drama
Pain Reliever;41268-405;Destruction of Right Hypogastric Vein, Open Approach;95;8985.63;Comedy|Crime
cetylpyridinium chloride;53462-175;Dilation of Right Popliteal Artery, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Endoscopic Approach;40;1934.67;Action|Drama
TEMAZEPAM;61919-438;Excision of Cervical Vertebra, Open Approach, Diagnostic;94;3903.33;Comedy
being well omeprazole;46994-915;Destruction of Right Humeral Shaft, Percutaneous Endoscopic Approach;29;2366.85;Drama
Valacyclovir Hydrochloride;50268-788;Revision of Spacer in Right Hip Joint, Percutaneous Endoscopic Approach;80;2492.19;Drama
Oxaliplatin;47335-047;Release Left Thorax Tendon, Open Approach;2;6126.75;Documentary
XtraCare Foam Antibacterial Hand Wash;57337-046;Drainage of Dura Mater, Percutaneous Endoscopic Approach;86;7865.78;Drama
nitrogen;20703-001;Excision of Right Ulnar Artery, Percutaneous Endoscopic Approach;88;60.18;Drama|Romance
RHINOCORT AQUA;0186-1070;Reposition Bilateral External Ear, Percutaneous Endoscopic Approach;52;1935.22;Drama
